AD Delta-P SP (psi),AD ROP SP (ft/hr),AD Torque SP (kft·lbf),AD WOB SP (klb),Accum Trip In (bbl),Accum Trip Out (bbl),Annular Velocity (ft/min),BHA Length (ft),Bit MSE (psi),Bit Position (ft),Bit RPM (RPM),Bit Size (in),Bit Time (hr),Bit Weight (klb),Block Height (ft),Bttm Pipe Temp (°F),Casing Pressure (psi),Circulating Hrs (hr),Co. Man G/L (bbl),Cont Az (deg),Cont Inc (deg),DateTime,Depth of Cut (ft),Depth(ft),Diff Press (psi),East West Horizontal (ft),Flow Deviation (%),Flow In Rate (galUS/min),Flow Out Percent (%),G/L Rate - 1 Min (bbl/min),G/L Rate - 5 Min (bbl/min),Gain Loss (bbl),Gain Loss - Spare (bbl),Gamma Depth (ft),Gamma Ray (offset) (API),Hole Depth (ft),Hook Load (klb),Lst Jnt Time (s),ML Mud Temp IN (°F),ML Mud Temp OUT (°F),MSE Downhole (psi),MSE Total (psi),Mud Motor RPM (RPM),Mud Motor Torque (ft·lbf),Mud Temp In (°F),Mud Temp Out (°F),Mud Volume (bbl),Mud Weight In (lb/galUS),North South Horizontal (ft),Pipe Length (ft),Pump Pressure (psi),Pump SPM - Total (SPM),Pump SPM 1 (SPM),Pump SPM 2 (SPM),Pump SPM 3 (SPM),ROP - Average (ft/hr),ROP - Cut Unit (ft/hr),ROP - Fast (ft/hr),Rotary RPM (RPM),Rotary Torque (A),Run Jnt Time (s),Strks - Acc Fill (strokes),Strks - Fill (strokes),Strks - Pump 1 (strokes),Strks - Pump 2 (strokes),Strks - Pump 3 (strokes),Strks - Total (strokes),Suction 1 Pit 9 (bbl),Suction 2 Pit 10 (bbl),Suction 3 Pit 11 (bbl),Surface MSE wMotor (psi),Svy Azimuth (deg),Svy Depth (ft),Svy Inclination (deg),Time On Bottom (hr),Time On Job (hr),Time On Slip (s),Top Drive RPM (RPM),Top Drive Torque (kft·lbf),Total Gas (ML) (lagged) (1%=100 Units),Total Rotations on DP (),Total Trip Volume (bbl),Trip Tank 1 (bbl),Trip Tank 2 (bbl),Trip Tank GL (bbl),WC Bit Weight (klb),WC Torque (ft·lbf),Washout Factor (),Water Pit (bbl)
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,1508.5,1724.91,200.0,12.0,7.3,-2.25,69.8,95.0,0.0,46.2,138.0,191.9,0.7,2023-09-13 18:12:16,0.39,1724.0,47.53,-1.9,100.0,982.0,100.0,-0.03,-4.27,-11.0,122.0,1663.39,176.0,1724.91,138.04,1168.0,82.0,92.0,-999.25,-999.25,127.7,1119.0,80.0,87.0,762.0,8.9,-8.3,568.6,2915.0,256.0,85.0,86.0,85.0,348.0,357.0,334.0,40.0,6065.0,308.0,1196095.0,7.0,5376.0,11322.0,2440.0,1278.0,78.0,77.0,76.0,6164.89,172.3,1660.43,0.8,7.3,69.3,260.0,40.0,3.9,-999.25,291.22,36.0,17.0,19.0,-2.0,-80.71,4.0,3.4,384.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,3368.99,1725.9,199.5,12.0,7.3,-3.13,68.9,95.0,0.0,46.2,139.0,191.9,0.7,2023-09-13 18:12:27,0.41,1725.0,108.38,-1.9,100.0,982.0,100.0,0.5,-3.92,-11.0,123.0,1664.34,191.0,1725.9,138.6,1168.0,82.0,92.0,-999.25,-999.25,127.7,3768.0,80.0,87.0,762.0,8.9,-8.3,568.6,2860.0,256.0,85.0,86.0,85.0,344.0,344.0,341.0,39.9,6879.0,319.0,1196095.0,7.0,5392.0,11338.0,2455.0,1325.0,78.0,77.0,76.0,3019.26,172.3,1661.38,0.8,7.3,69.3,260.0,39.9,2.0,-999.25,290.65,36.0,17.0,19.0,-2.0,-81.93,2.0,3.44,383.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,3420.92,1726.98,200.5,12.0,7.3,-1.57,67.8,95.0,0.0,46.2,139.0,191.9,0.7,2023-09-13 18:12:37,0.41,1726.0,109.09,-1.9,100.0,982.0,100.0,0.18,-3.17,-11.0,122.0,1665.46,191.0,1726.98,134.21,1168.0,82.0,92.0,3432.68,4733.99,127.7,1660.0,80.0,87.0,762.0,8.9,-8.3,568.6,2881.25,256.0,85.0,86.0,85.0,346.0,341.0,343.0,40.1,2885.0,330.0,1196095.0,7.0,5407.0,11354.0,2471.0,1376.0,78.0,77.0,76.0,7868.17,172.3,1662.5,0.8,7.3,69.3,260.0,40.1,5.1,-999.25,292.21,36.0,17.0,19.0,-2.0,-74.68,5.0,3.35,383.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,3504.7,1727.83,189.8,12.0,7.3,-1.35,66.9,95.0,0.0,46.2,139.0,191.9,0.7,2023-09-13 18:12:48,0.41,1727.0,122.61,-1.9,100.0,982.0,100.0,0.57,-2.52,-10.0,123.0,1666.22,191.0,1727.83,137.01,1168.0,82.0,92.0,-999.25,-999.25,127.7,212.0,80.0,87.0,763.0,8.9,-8.3,568.6,2878.75,256.0,85.0,86.0,85.0,377.0,377.0,354.0,38.0,7235.0,339.0,1196095.0,7.0,5420.0,11367.0,2483.0,1410.0,78.0,77.0,76.0,6473.37,172.3,1663.26,0.8,7.3,69.3,260.0,38.0,4.6,-999.25,276.76,36.0,17.0,19.0,-2.0,-78.94,5.0,3.28,383.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,2778.33,1728.91,204.0,12.0,7.3,1.4,65.8,95.0,0.0,46.2,139.0,183.5,0.7,2023-09-13 18:12:57,0.42,1728.0,89.41,-1.9,100.0,982.0,100.0,0.76,-1.92,-11.0,122.0,1667.4,206.0,1728.91,134.53,1168.0,82.0,92.0,2632.02,4444.35,127.7,1772.0,80.0,87.0,762.0,8.9,-8.3,568.6,2870.0,256.0,85.0,86.0,85.0,353.0,353.0,362.0,40.8,9689.0,349.0,1196095.0,7.0,5434.0,11381.0,2498.0,1457.0,78.0,77.0,76.0,8215.88,172.3,1664.44,0.8,7.3,69.3,260.0,40.8,5.3,-999.25,297.49,36.0,17.0,19.0,-2.0,-75.38,5.0,3.18,383.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,4043.2,1729.89,204.9,12.0,7.3,-3.6,64.9,95.0,0.0,46.2,138.0,183.5,0.7,2023-09-13 18:13:07,0.42,1729.0,128.6,-1.9,100.0,982.0,100.0,-0.19,-1.32,-11.0,122.0,1668.36,206.0,1729.89,139.15,1168.0,82.0,92.0,2013.39,2251.22,127.7,2912.0,80.0,87.0,762.0,8.9,-8.3,568.6,2800.0,256.0,85.0,86.0,85.0,351.0,351.0,360.0,41.0,6139.0,359.0,1196095.0,7.0,5449.0,11395.0,2512.0,1500.0,78.0,77.0,76.0,6955.75,172.3,1665.4,0.8,7.3,69.3,260.0,41.0,4.5,-999.25,299.02,36.0,17.0,19.0,-2.0,-81.41,4.0,3.39,383.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.1,1228.6,1333.04,1730.97,181.2,12.0,7.3,-3.53,63.8,95.0,0.0,46.2,139.0,183.5,0.7,2023-09-13 18:13:17,0.41,1730.0,38.96,-1.9,100.0,982.0,100.0,0.39,-0.67,-11.0,122.0,1669.59,191.0,1730.97,139.18,1168.0,82.0,92.0,9750.97,9491.81,127.5,3857.0,80.0,87.0,762.0,8.9,-8.3,568.6,2792.5,256.0,85.0,86.0,85.0,333.0,329.0,342.0,36.2,5399.0,371.0,1196095.0,7.0,5466.0,11412.0,2529.0,1551.0,78.0,76.0,76.0,5447.0,172.3,1666.63,0.8,7.3,69.3,260.0,36.2,3.2,-999.25,264.54,36.0,17.0,19.0,-2.0,-82.54,3.0,3.39,383.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,5377.75,1731.95,208.4,12.0,7.3,4.73,62.8,95.0,0.0,46.2,139.0,183.5,0.7,2023-09-13 18:13:30,0.4,1731.0,171.6,-1.9,100.0,982.0,100.0,-0.54,-0.31,-11.0,122.0,1670.32,213.0,1731.95,132.2,1168.0,82.0,92.0,4609.1,5749.03,127.7,2833.0,80.0,87.0,762.0,8.9,-8.3,568.6,2965.0,256.0,85.0,86.0,85.0,339.0,339.0,340.0,41.7,6065.0,382.0,1196095.0,7.0,5481.0,11428.0,2544.0,1597.0,78.0,77.0,76.0,9385.31,172.3,1667.36,0.8,7.3,69.3,260.0,41.7,6.1,-999.25,304.32,36.0,17.0,19.0,-2.0,-74.18,6.0,3.25,383.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,3434.39,1732.92,195.1,12.0,7.3,-5.57,61.8,95.0,0.0,46.2,139.0,183.5,0.7,2023-09-13 18:13:40,0.4,1732.0,109.1,-1.9,100.0,982.0,100.0,-0.24,-0.15,-11.0,122.0,1671.38,213.0,1732.92,142.71,1168.0,82.0,92.0,5699.01,6441.97,127.7,965.0,80.0,87.0,762.0,8.9,-8.3,568.6,2895.0,256.0,85.0,86.0,85.0,334.0,334.0,336.0,39.0,4660.0,392.0,1196095.0,7.0,5496.0,11442.0,2558.0,1640.0,78.0,77.0,76.0,3567.16,172.3,1668.42,0.8,7.3,69.3,260.0,39.0,2.3,-999.25,285.04,36.0,17.0,19.0,-2.0,-84.33,2.0,3.33,383.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,1191.92,1733.98,195.1,12.0,7.3,10.6,60.8,95.0,0.0,46.2,138.0,183.5,0.7,2023-09-13 18:13:50,0.41,1733.0,37.77,-1.9,100.0,982.0,100.0,-0.68,-0.16,-11.0,122.0,1672.38,206.0,1733.98,123.42,1168.0,82.0,92.0,-999.25,-999.25,127.7,2231.0,80.0,87.0,762.0,8.9,-8.3,568.6,2816.25,256.0,85.0,86.0,85.0,337.0,341.0,343.0,39.0,4586.0,403.0,1196095.0,7.0,5511.0,11458.0,2574.0,1684.0,78.0,77.0,76.0,9365.95,172.3,1669.42,0.8,7.3,69.3,260.0,39.0,6.0,-999.25,285.16,36.0,17.0,19.0,-2.0,-63.54,6.0,3.36,382.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,-1103.49,1734.95,195.9,12.0,7.3,-4.03,59.8,95.0,0.0,46.2,138.0,183.5,0.7,2023-09-13 18:14:01,0.42,1734.0,-39.01,-1.9,100.0,982.0,100.0,-0.47,-0.23,-11.0,122.0,1673.42,206.0,1734.95,139.15,1168.0,82.0,92.0,7293.84,7394.69,127.7,3060.0,80.0,87.0,762.0,8.9,-8.3,568.6,2746.25,256.0,85.0,86.0,85.0,372.0,372.0,353.0,39.2,3365.0,412.0,1196095.0,7.0,5524.0,11471.0,2587.0,1726.0,78.0,77.0,76.0,5485.7,172.3,1670.46,0.8,7.3,69.3,260.0,39.2,3.9,-999.25,286.47,36.0,17.0,19.0,-2.0,-80.67,4.0,3.51,382.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,4197.14,1735.9,194.2,12.0,7.3,2.26,58.9,95.0,0.0,46.2,138.0,183.5,0.7,2023-09-13 18:14:10,0.42,1735.0,131.15,-1.9,100.0,982.0,100.0,-0.43,-0.46,-12.0,122.0,1674.28,206.0,1735.9,135.11,1168.0,82.0,92.0,3455.92,4901.69,127.7,2292.0,80.0,87.0,761.0,8.9,-8.3,568.6,2906.25,256.0,85.0,86.0,85.0,351.0,351.0,353.0,38.8,8654.0,422.0,1196095.0,7.0,5538.0,11485.0,2601.0,1764.0,78.0,77.0,76.0,7339.47,172.3,1671.32,0.8,7.3,69.4,260.0,38.8,4.6,-999.25,284.08,36.0,17.0,19.0,-2.0,-76.97,5.0,3.36,382.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,1988.02,1736.89,207.0,12.0,7.3,-3.06,57.9,95.0,0.0,46.2,137.0,183.5,0.7,2023-09-13 18:14:20,0.42,1736.0,64.16,-1.9,100.0,982.0,100.0,-1.2,-0.41,-12.0,121.0,1675.38,228.0,1736.89,138.41,1168.0,82.0,92.0,2701.05,4060.78,127.7,2068.0,80.0,87.0,761.0,8.9,-8.3,568.6,2787.5,256.0,85.0,86.0,85.0,351.0,351.0,358.0,41.4,5769.0,432.0,1196095.0,7.0,5552.0,11500.0,2615.0,1807.0,78.0,77.0,76.0,5851.62,172.3,1672.42,0.8,7.3,69.4,260.0,41.4,3.8,-999.25,302.83,36.0,17.0,19.0,-2.0,-81.4,4.0,3.29,382.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,4892.71,1737.94,193.0,12.0,7.3,2.67,56.8,95.0,0.0,46.2,138.0,183.5,0.7,2023-09-13 18:14:30,0.41,1737.0,150.33,-1.9,100.0,982.0,100.0,-0.35,-0.24,-12.0,121.0,1676.32,228.0,1737.94,133.1,1168.0,82.0,92.0,5411.77,6610.71,127.7,3515.0,80.0,87.0,761.0,8.9,-8.3,568.6,2901.25,256.0,85.0,86.0,85.0,346.0,338.0,345.0,38.6,9246.0,443.0,1196095.0,7.0,5568.0,11515.0,2631.0,1858.0,78.0,77.0,76.0,6673.54,172.3,1673.36,0.8,7.3,69.4,260.0,38.6,4.1,-999.25,282.48,36.0,17.0,19.0,-2.0,-78.23,4.0,3.27,382.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,3540.52,1738.94,192.1,12.0,7.3,-4.7,55.8,95.0,0.0,46.2,138.0,183.5,0.7,2023-09-13 18:14:42,0.42,1738.0,114.94,-1.9,100.0,982.0,100.0,-0.85,-0.21,-12.0,121.0,1677.42,228.0,1738.94,138.52,1168.0,82.0,92.0,4708.03,5103.8,127.7,987.0,80.0,87.0,761.0,8.9,-8.3,568.6,2856.25,256.0,85.0,86.0,85.0,344.0,344.0,346.0,38.4,5843.0,454.0,1196095.0,7.0,5584.0,11531.0,2646.0,1905.0,78.0,77.0,76.0,3074.87,172.3,1674.46,0.8,7.3,69.4,260.0,38.4,2.0,-999.25,281.34,36.0,17.0,19.0,-2.0,-79.96,2.0,3.38,382.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,1246.31,1739.91,194.3,12.0,7.3,-5.27,54.8,95.0,0.0,46.2,138.0,183.5,0.7,2023-09-13 18:14:52,0.42,1739.0,39.74,-1.9,100.0,982.0,100.0,-0.62,-0.12,-11.0,122.0,1678.39,228.0,1739.91,139.89,1168.0,82.0,93.0,-999.25,-999.25,127.7,-232.0,80.0,87.0,762.0,8.9,-8.3,568.6,2983.75,256.0,85.0,86.0,85.0,350.0,350.0,345.0,38.9,4734.0,464.0,1196095.0,7.0,5598.0,11545.0,2660.0,1947.0,78.0,76.0,76.0,6515.95,172.3,1675.43,0.8,7.3,69.4,260.0,38.9,4.2,-999.25,284.64,36.0,17.0,19.0,-2.0,-78.95,4.0,3.23,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,4368.72,1740.89,196.9,12.0,7.3,-2.45,53.9,95.0,0.0,46.2,138.0,183.5,0.7,2023-09-13 18:15:02,0.42,1740.0,140.98,-1.9,100.0,982.0,100.0,-0.66,-0.36,-12.0,121.0,1679.25,228.0,1740.89,139.56,1168.0,82.0,93.0,-999.25,-999.25,127.7,439.0,80.0,87.0,761.0,8.9,-8.3,568.6,2980.0,256.0,85.0,86.0,85.0,389.0,378.0,356.0,39.4,5843.0,474.0,1196095.0,7.0,5612.0,11560.0,2675.0,1991.0,78.0,76.0,76.0,6605.04,172.3,1676.29,0.8,7.3,69.4,260.0,39.4,4.3,-999.25,288.56,36.0,17.0,19.0,-2.0,-80.41,4.0,3.24,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,2987.06,1741.96,199.5,12.0,7.3,3.16,52.8,95.0,0.0,46.3,138.0,183.5,0.7,2023-09-13 18:15:12,0.43,1741.0,95.31,-1.9,100.0,982.0,100.0,-0.11,-0.25,-12.0,121.0,1680.22,228.0,1741.96,135.97,1168.0,82.0,93.0,-999.25,-999.25,127.7,974.0,80.0,87.0,761.0,8.9,-8.3,568.6,2831.25,256.0,85.0,86.0,85.0,348.0,348.0,359.0,39.9,5548.0,484.0,1196095.0,7.0,5628.0,11575.0,2690.0,2037.0,78.0,76.0,76.0,9722.94,172.3,1677.26,0.8,7.3,69.4,260.0,39.9,6.3,-999.25,292.52,36.0,17.0,19.0,-2.0,-78.86,6.0,3.41,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,3323.23,1742.94,200.5,12.0,7.3,-5.55,51.8,95.0,0.0,46.3,137.0,183.5,0.7,2023-09-13 18:15:22,0.43,1742.0,106.52,-1.9,100.0,982.0,100.0,-0.15,-0.28,-12.0,121.0,1681.41,228.0,1742.94,138.99,1168.0,82.0,93.0,3154.32,3663.93,127.7,1573.0,80.0,87.0,761.0,8.9,-8.3,568.6,2810.0,256.0,85.0,86.0,85.0,339.0,339.0,358.0,40.1,3772.0,494.0,1196095.0,7.0,5640.0,11588.0,2703.0,2071.0,78.0,76.0,75.0,4124.46,172.3,1678.45,0.8,7.3,69.4,260.0,40.1,2.7,-999.25,294.05,36.0,17.0,19.0,-2.0,-80.34,3.0,3.38,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,706.84,1743.98,199.1,12.0,7.3,-5.28,50.8,95.0,0.0,46.3,137.0,183.5,0.7,2023-09-13 18:15:32,0.41,1743.0,22.35,-1.9,100.0,982.0,100.0,-0.86,-0.33,-12.0,121.0,1682.37,250.0,1743.98,139.27,1168.0,82.0,93.0,-999.25,-999.25,127.7,-489.0,80.0,87.0,761.0,8.9,-8.3,568.6,2791.25,256.0,85.0,86.0,85.0,343.0,344.0,345.0,39.8,3920.0,505.0,1196095.0,7.0,5656.0,11604.0,2719.0,2123.0,78.0,77.0,76.0,3072.35,172.3,1679.41,0.8,7.3,69.4,260.0,39.8,2.0,-999.25,292.19,36.0,17.0,19.0,-2.0,-82.37,2.0,3.36,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,2710.22,1744.96,201.3,12.0,7.3,-3.24,49.8,95.0,0.0,46.3,137.0,183.5,0.7,2023-09-13 18:15:44,0.41,1744.0,85.92,-1.9,100.0,982.0,100.0,-0.07,-0.31,-12.0,121.0,1683.44,228.0,1744.96,139.23,1168.0,82.0,93.0,-999.25,-999.25,127.7,-488.0,80.0,87.0,761.0,8.9,-8.3,568.6,2843.75,256.0,85.0,86.0,85.0,346.0,346.0,345.0,40.3,5326.0,516.0,1196095.0,7.0,5670.0,11618.0,2733.0,2165.0,78.0,76.0,76.0,7999.8,172.3,1680.48,0.8,7.3,69.4,260.0,40.3,5.1,-999.25,295.46,36.0,17.0,19.0,-2.0,-80.54,5.0,3.29,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,5502.09,1745.93,205.4,12.0,7.3,-1.61,48.8,95.0,0.0,46.3,137.0,183.5,0.7,2023-09-13 18:15:54,0.41,1745.0,174.4,-1.9,100.0,982.0,100.0,-0.76,-0.36,-12.0,121.0,1684.4,198.0,1745.93,136.4,1168.0,82.0,93.0,-999.25,-999.25,127.7,2931.0,80.0,87.0,761.0,8.9,-8.3,568.6,2986.25,256.0,85.0,86.0,85.0,343.0,343.0,344.0,41.1,3254.0,526.0,1196095.0,7.0,5686.0,11634.0,2748.0,2212.0,78.0,76.0,76.0,7660.57,172.3,1681.44,0.8,7.3,69.4,260.0,41.1,4.9,-999.25,301.61,36.0,17.0,19.0,-2.0,-77.08,5.0,3.23,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,1490.46,1746.99,196.4,12.0,7.3,-4.61,47.8,95.0,0.0,46.3,137.0,183.5,0.7,2023-09-13 18:16:04,0.41,1746.0,47.17,-1.9,100.0,982.0,100.0,-0.52,-0.33,-12.0,121.0,1685.48,184.0,1746.99,137.3,1168.0,82.0,93.0,-999.25,-999.25,127.7,2682.0,80.0,87.0,761.0,8.9,-8.3,568.6,2900.0,256.0,85.0,86.0,85.0,342.0,337.0,340.0,39.3,7397.0,537.0,1196095.0,7.0,5702.0,11650.0,2764.0,2254.0,78.0,76.0,75.0,7076.6,172.3,1682.52,0.8,7.3,69.4,260.0,39.3,4.5,-999.25,288.53,36.0,17.0,19.0,-2.0,-81.26,5.0,3.43,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,1314.9,1747.99,201.9,12.0,7.3,-6.11,46.8,95.0,0.0,46.3,137.0,183.5,0.7,2023-09-13 18:16:15,0.43,1747.0,47.45,-1.9,100.0,982.0,100.0,-0.54,-0.2,-12.0,121.0,1686.26,169.0,1747.99,140.38,1168.0,82.0,93.0,-999.25,-999.25,127.7,1192.0,80.0,87.0,761.0,8.9,-8.3,568.6,2825.0,256.0,85.0,86.0,85.0,396.0,395.0,357.0,40.4,3550.0,546.0,1196095.0,7.0,5714.0,11662.0,2777.0,2297.0,78.0,76.0,75.0,5084.13,172.3,1683.3,0.8,7.3,69.4,260.0,40.4,3.7,-999.25,296.64,36.0,17.0,19.0,-2.0,-81.76,4.0,3.5,381.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,3087.26,1748.96,196.0,12.0,7.4,-4.92,45.8,95.0,0.0,46.3,138.0,183.5,0.7,2023-09-13 18:16:24,0.43,1748.0,97.97,-1.9,100.0,982.0,100.0,0.55,-0.11,-12.0,121.0,1687.35,169.0,1748.96,140.42,1168.0,82.0,93.0,-999.25,-999.25,127.7,-1100.0,80.0,87.0,761.0,8.9,-8.3,568.6,2812.5,256.0,85.0,86.0,85.0,347.0,347.0,360.0,39.2,4660.0,556.0,1196095.0,7.0,5730.0,11678.0,2792.0,2344.0,78.0,76.0,75.0,2210.53,172.3,1684.39,0.8,7.4,69.4,260.0,39.2,1.4,-999.25,288.09,36.0,17.0,19.0,-2.0,-81.59,1.0,3.43,380.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,5733.31,1749.95,199.7,12.0,7.4,1.93,44.8,95.0,0.0,46.3,137.0,183.5,0.7,2023-09-13 18:16:34,0.43,1749.0,185.79,-1.9,100.0,982.0,100.0,0.31,-0.21,-12.0,121.0,1688.38,162.0,1749.95,134.58,1168.0,82.0,93.0,2575.76,5327.42,127.7,2867.0,80.0,87.0,761.0,8.9,-8.3,568.6,2956.25,256.0,85.0,86.0,85.0,336.0,336.0,358.0,39.9,4290.0,566.0,1196095.0,7.0,5743.0,11691.0,2805.0,2380.0,78.0,76.0,76.0,6410.94,172.3,1685.42,0.8,7.4,69.4,260.0,39.9,4.2,-999.25,293.64,36.0,17.0,19.0,-2.0,-70.04,4.0,3.33,380.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,2754.11,1750.9,203.8,12.0,7.4,-5.13,43.9,95.0,0.0,46.3,136.0,183.5,0.7,2023-09-13 18:16:45,0.41,1750.0,85.27,-1.9,100.0,982.0,100.0,-0.83,-0.33,-13.0,120.0,1689.39,162.0,1750.9,139.63,1168.0,82.0,93.0,4884.6,4517.4,127.7,682.0,80.0,87.0,760.0,8.9,-8.3,568.6,3008.75,256.0,85.0,86.0,85.0,351.0,356.0,346.0,40.8,2811.0,576.0,1196095.0,7.0,5757.0,11705.0,2819.0,2422.0,78.0,76.0,75.0,5751.19,172.3,1686.43,0.8,7.4,69.4,260.0,40.8,3.6,-999.25,299.85,36.0,17.0,19.0,-2.0,-81.75,4.0,3.47,380.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,1962.98,1751.96,203.9,12.0,7.4,-4.52,42.8,95.0,0.0,46.3,136.0,189.5,0.7,2023-09-13 18:16:55,0.41,1751.0,60.63,-1.9,100.0,982.0,100.0,-0.93,-0.38,-13.0,120.0,1690.46,176.0,1751.96,139.38,1168.0,82.0,93.0,-999.25,-999.25,127.7,2251.0,80.0,87.0,760.0,8.9,-8.3,568.6,2923.75,256.0,85.0,86.0,85.0,342.0,338.0,345.0,40.8,5695.0,588.0,1196095.0,7.0,5774.0,11723.0,2836.0,2477.0,78.0,76.0,75.0,7861.3,172.3,1687.5,0.8,7.4,69.4,260.0,40.8,4.9,-999.25,300.08,36.0,17.0,19.0,-2.0,-76.27,5.0,3.39,380.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,3236.06,1752.94,198.5,12.0,7.4,2.11,41.8,95.0,0.0,46.3,136.0,189.5,0.7,2023-09-13 18:17:06,0.41,1752.0,104.46,-1.9,100.0,982.0,100.0,-1.11,-0.44,-13.0,120.0,1691.52,176.0,1752.94,131.4,1168.0,82.0,93.0,9727.1,9219.54,127.7,6315.0,80.0,87.0,760.0,8.9,-8.3,568.6,2875.0,256.0,85.0,86.0,85.0,348.0,348.0,343.0,39.7,9246.0,598.0,1196095.0,7.0,5789.0,11737.0,2850.0,2520.0,78.0,76.0,76.0,12202.58,172.3,1688.56,0.8,7.4,69.4,260.0,39.7,8.0,-999.25,292.17,36.0,17.0,19.0,-2.0,-73.45,8.0,3.36,380.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,6511.89,1753.99,196.9,12.0,7.4,-4.58,40.8,95.0,0.0,46.3,137.0,189.5,0.7,2023-09-13 18:17:16,0.41,1753.0,202.78,-1.9,100.0,982.0,100.0,-1.11,-0.44,-13.0,120.0,1692.48,191.0,1753.99,137.7,1168.0,82.0,93.0,3696.86,5358.92,127.7,751.0,80.0,87.0,760.0,8.9,-8.3,568.6,3082.5,256.0,85.0,86.0,85.0,386.0,374.0,358.0,39.4,6028.0,609.0,1196095.0,7.0,5804.0,11753.0,2866.0,2562.0,78.0,76.0,75.0,3855.54,172.3,1689.52,0.8,7.4,69.4,260.0,39.4,2.4,-999.25,289.87,36.0,17.0,19.0,-2.0,-78.44,2.0,3.34,380.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,706.65,1754.98,195.7,12.0,7.4,-6.12,39.8,95.0,0.0,46.3,137.0,189.5,0.7,2023-09-13 18:17:27,0.41,1754.0,25.69,-1.9,100.0,982.0,100.0,-1.11,-0.44,-12.0,121.0,1693.55,162.0,1754.98,139.07,1168.0,82.0,93.0,-999.25,-999.25,127.7,1368.0,80.0,87.0,760.0,8.9,-8.3,568.6,2818.75,256.0,85.0,86.0,85.0,342.0,342.0,357.0,39.1,3254.0,619.0,1196095.0,7.0,5820.0,11768.0,2881.0,2609.0,78.0,76.0,75.0,3265.4,172.3,1690.59,0.8,7.4,69.4,260.0,39.1,2.4,-999.25,288.03,36.0,17.0,19.0,-2.0,-81.2,2.0,3.34,380.0
500.0,350.0,10.0,20.0,0.0,1045.0,87.2,1228.6,2322.88,1755.93,195.8,12.0,7.4,-4.17,38.8,95.0,0.0,46.3,137.0,189.5,0.7,2023-09-13 18:17:37,0.42,1755.0,72.61,-1.9,100.0,982.0,100.0,-0.24,-0.32,-12.0,121.0,1694.43,162.0,1755.93,137.45,1168.0,82.0,93.0,-999.25,-999.25,127.7,1242.0,80.0,87.0,761.0,8.9,-8.3,568.6,2897.5,256.0,85.0,86.0,85.0,349.0,349.0,356.0,39.2,5547.0,628.0,1196095.0,7.0,5833.0,11781.0,2894.0,2652.0,78.0,76.0,75.0,7422.77,172.3,1691.47,0.8,7.4,69.4,260.0,39.2,4.7,-999.25,288.64,36.0,17.0,19.0,-2.0,-77.69,5.0,3.33,379.0
