AD Delta-P SP (psi),AD ROP SP (ft/hr),AD Torque SP (kft·lbf),AD WOB SP (klb),Accum Trip In (bbl),Accum Trip Out (bbl),Annular Velocity (ft/min),BHA Length (ft),Bit MSE (psi),Bit Position (ft),Bit RPM (RPM),Bit Size (in),Bit Time (hr),Bit Weight (klb),Block Height (ft),Bttm Pipe Temp (°F),Casing Pressure (psi),Circulating Hrs (hr),Co. Man G/L (bbl),Cont Az (deg),Cont Inc (deg),DateTime,Depth of Cut (ft),Depth(ft),Diff Press (psi),East West Horizontal (ft),Flow Deviation (%),Flow In Rate (galUS/min),Flow Out Percent (%),G/L Rate - 1 Min (bbl/min),G/L Rate - 5 Min (bbl/min),Gain Loss (bbl),Gain Loss - Spare (bbl),Gamma Depth (ft),Gamma Ray (offset) (API),Hole Depth (ft),Hook Load (klb),Lst Jnt Time (s),ML Mud Temp IN (°F),ML Mud Temp OUT (°F),MSE Downhole (psi),MSE Total (psi),Mud Motor RPM (RPM),Mud Motor Torque (ft·lbf),Mud Temp In (°F),Mud Temp Out (°F),Mud Volume (bbl),Mud Weight In (lb/galUS),North South Horizontal (ft),Pipe Length (ft),Pump Pressure (psi),Pump SPM - Total (SPM),Pump SPM 1 (SPM),Pump SPM 2 (SPM),Pump SPM 3 (SPM),ROP - Average (ft/hr),ROP - Cut Unit (ft/hr),ROP - Fast (ft/hr),Rotary RPM (RPM),Rotary Torque (A),Run Jnt Time (s),Strks - Acc Fill (strokes),Strks - Fill (strokes),Strks - Pump 1 (strokes),Strks - Pump 2 (strokes),Strks - Pump 3 (strokes),Strks - Total (strokes),Suction 1 Pit 9 (bbl),Suction 2 Pit 10 (bbl),Suction 3 Pit 11 (bbl),Surface MSE wMotor (psi),Svy Azimuth (deg),Svy Depth (ft),Svy Inclination (deg),Time On Bottom (hr),Time On Job (hr),Time On Slip (s),Top Drive RPM (RPM),Top Drive Torque (kft·lbf),Total Gas (ML) (lagged) (1%=100 Units),Total Rotations on DP (),Total Trip Volume (bbl),Trip Tank 1 (bbl),Trip Tank 2 (bbl),Trip Tank GL (bbl),WC Bit Weight (klb),WC Torque (ft·lbf),Washout Factor (),Water Pit (bbl)
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,5943.44,2423.99,324.9,12.0,13.5,-1.35,54.2,91.0,0.0,78.9,176.0,350.5,8.3,2023-11-09 10:59:58,0.24,2423.0,217.37,-9.0,100.0,1005.0,100.0,2.24,0.92,3.0,-10.0,2359.66,172.0,2423.99,150.96,3796.0,77.0,86.0,12401.59,14889.47,261.4,2423.0,77.0,29.0,657.0,8.7,99.8,1326.0,2336.56,262.0,87.0,88.0,87.0,388.0,382.0,404.0,65.0,4586.0,3299.0,49654.0,152.0,56199.0,28061.0,38498.0,180245.0,68.0,66.0,83.0,22443.39,347.6,-999.25,8.1,13.5,84.0,161.0,65.0,8.0,-999.25,878.69,17.0,8.0,9.0,4.0,-92.08,8.0,4.49,369.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,4755.74,2424.98,324.6,12.0,13.5,-1.86,53.2,91.0,0.0,78.9,175.0,350.5,8.3,2023-11-09 11:00:08,0.24,2424.0,182.91,-9.0,100.0,1005.0,100.0,1.68,0.76,3.0,-10.0,2359.66,172.0,2424.98,150.62,3796.0,77.0,86.0,-999.25,-999.25,261.4,2800.0,77.0,29.0,657.0,8.7,99.8,1326.0,2014.06,262.0,87.0,88.0,87.0,390.0,404.0,398.0,64.9,9911.0,3308.0,49654.0,152.0,56213.0,28074.0,38511.0,180288.0,67.0,66.0,83.0,30706.91,347.6,-999.25,8.1,13.5,84.0,161.0,64.9,11.5,-999.25,877.96,17.0,8.0,9.0,4.0,-91.67,9.0,5.02,369.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,2271.89,2425.96,324.6,12.0,13.5,-0.79,52.2,91.0,0.0,78.9,176.0,350.5,8.3,2023-11-09 11:00:17,0.25,2425.0,96.38,-9.0,100.0,1005.0,100.0,1.07,1.08,3.0,-10.0,2362.51,172.0,2425.96,150.1,3796.0,77.0,86.0,6990.74,10828.33,261.4,1566.0,77.0,29.0,657.0,8.7,99.8,1326.0,1990.31,262.0,87.0,88.0,87.0,402.0,402.0,402.0,64.9,5991.0,3316.0,49654.0,152.0,56226.0,28087.0,38524.0,180327.0,67.0,66.0,84.0,16057.34,347.6,-999.25,8.1,13.5,84.0,161.0,64.9,6.7,-999.25,877.96,17.0,8.0,9.0,4.0,-87.66,7.0,5.38,369.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,3858.43,2426.86,326.8,12.0,13.5,2.73,51.3,91.0,0.0,78.9,176.0,350.5,8.3,2023-11-09 11:00:25,0.24,2426.0,151.56,-9.0,100.0,1005.0,100.0,0.86,0.99,4.0,-10.0,2362.51,159.0,2426.86,145.64,3796.0,77.0,86.0,7859.96,8625.86,261.4,2966.0,77.0,29.0,657.0,8.7,99.8,1326.0,1919.06,262.0,87.0,88.0,87.0,402.0,395.0,405.0,65.4,12270.0,3326.0,49654.0,152.0,56239.0,28101.0,38537.0,180362.0,68.0,66.0,84.0,10377.04,347.6,-999.25,8.1,13.5,84.0,161.0,65.4,4.0,-999.25,884.29,17.0,8.0,9.0,4.0,-89.89,4.0,4.52,369.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,3398.09,2427.93,326.3,12.0,13.5,-1.49,50.2,91.0,0.0,78.9,176.0,350.5,8.3,2023-11-09 11:00:34,0.24,2427.0,130.27,-9.0,100.0,1005.0,100.0,2.04,0.66,3.0,-10.0,2365.3,165.0,2427.93,148.75,3796.0,77.0,86.0,6379.38,5281.23,261.4,2714.0,77.0,29.0,657.0,8.7,99.8,1326.0,2331.56,262.0,87.0,88.0,87.0,392.0,392.0,394.0,65.3,12204.0,3335.0,49654.0,152.0,56252.0,28114.0,38550.0,180406.0,68.0,66.0,83.0,14710.66,347.6,-999.25,8.1,13.5,84.0,161.0,65.3,5.5,-999.25,883.12,17.0,8.0,9.0,4.0,-90.13,6.0,4.34,368.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,5013.16,2428.93,327.3,12.0,13.5,0.11,49.2,91.0,0.0,78.9,174.0,350.5,8.3,2023-11-09 11:00:43,0.24,2428.0,192.48,-9.0,101.0,1005.0,101.0,0.13,0.53,2.0,-11.0,2365.3,172.0,2428.93,149.66,3796.0,77.0,86.0,6531.07,6642.99,261.4,2461.0,77.0,29.0,656.0,8.7,99.8,1326.0,2077.81,262.0,87.0,88.0,87.0,441.0,425.0,408.0,65.5,3624.0,3344.0,49654.0,152.0,56263.0,28126.0,38562.0,180441.0,68.0,66.0,83.0,19632.95,347.6,-999.25,8.1,13.5,84.0,161.0,65.5,7.4,-999.25,886.01,17.0,8.0,9.0,4.0,-95.34,7.0,4.36,368.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,9137.07,2430.0,325.5,12.0,13.5,-1.69,48.2,91.0,0.0,78.9,175.0,350.5,8.3,2023-11-09 11:00:52,0.25,2429.0,345.55,-9.0,100.0,1005.0,100.0,0.66,0.66,3.0,-10.0,2365.3,159.0,2430.0,151.06,3796.0,77.0,86.0,3041.6,9700.44,261.4,2156.0,77.0,29.0,657.0,8.7,99.8,1326.0,2556.56,262.0,87.0,88.0,87.0,378.0,378.0,394.0,65.1,14201.0,3353.0,49654.0,152.0,56278.0,28140.0,38576.0,180480.0,68.0,66.0,84.0,16241.26,347.6,-999.25,8.1,13.5,84.0,161.0,65.1,6.0,-999.25,881.07,17.0,8.0,9.0,4.0,-88.19,6.0,4.58,368.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,4800.87,2430.96,321.5,12.0,13.5,0.53,47.2,91.0,0.0,78.9,175.0,350.5,8.3,2023-11-09 11:01:02,0.24,2430.0,179.57,-9.0,100.0,1005.0,100.0,-0.77,0.63,3.0,-11.0,2368.21,172.0,2430.96,146.19,3796.0,77.0,86.0,5372.39,11449.39,261.4,2043.0,78.0,29.0,656.0,8.7,99.8,1326.0,2117.81,262.0,87.0,88.0,87.0,399.0,420.0,402.0,64.3,18491.0,3362.0,49654.0,152.0,56291.0,28153.0,38589.0,180523.0,68.0,66.0,84.0,15526.01,347.6,-999.25,8.1,13.5,84.0,161.0,64.3,5.7,-999.25,870.38,17.0,8.0,9.0,4.0,-88.24,6.0,4.77,368.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,3702.53,2431.94,325.9,12.0,13.5,-0.44,46.2,91.0,0.0,78.9,176.0,350.5,8.3,2023-11-09 11:01:11,0.25,2431.0,157.33,-9.0,100.0,1005.0,100.0,0.26,0.56,3.0,-10.0,2368.21,185.0,2431.94,150.49,3796.0,77.0,86.0,4546.57,6549.6,261.4,1485.0,78.0,29.0,657.0,8.7,99.8,1326.0,2097.81,262.0,87.0,88.0,87.0,391.0,391.0,402.0,65.2,4586.0,3370.0,49654.0,152.0,56303.0,28165.0,38601.0,180559.0,68.0,66.0,84.0,17739.62,347.6,-999.25,8.1,13.5,84.0,161.0,65.2,7.4,-999.25,882.67,17.0,8.0,9.0,4.0,-97.25,7.0,4.58,368.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,6500.45,2432.89,324.0,12.0,13.5,-1.22,45.3,91.0,0.0,78.9,176.0,350.5,8.3,2023-11-09 11:01:19,0.24,2432.0,237.83,-9.0,100.0,1005.0,100.0,-0.0,0.46,4.0,-9.0,2368.21,205.0,2432.89,150.53,3796.0,77.0,86.0,-999.25,-999.25,261.4,3605.0,78.0,29.0,658.0,8.7,99.8,1326.0,2275.31,262.0,87.0,88.0,87.0,382.0,382.0,400.0,64.8,13240.0,3379.0,49654.0,152.0,56317.0,28180.0,38615.0,180598.0,68.0,66.0,84.0,17856.32,347.6,-999.25,8.1,13.5,84.0,161.0,64.8,6.4,-999.25,877.52,17.0,8.0,9.0,4.0,-94.22,6.0,4.61,368.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,10232.52,2433.91,322.7,12.0,13.5,11.57,44.2,91.0,0.0,78.9,176.0,350.5,8.3,2023-11-09 11:01:28,0.25,2433.0,404.02,-9.0,100.0,1005.0,100.0,-0.02,0.61,4.0,-9.0,2368.21,185.0,2433.91,135.43,3796.0,77.0,86.0,5414.6,7325.4,261.4,2081.0,78.0,29.0,658.0,8.7,99.8,1326.0,2442.81,262.0,87.0,88.0,87.0,396.0,425.0,400.0,64.5,12056.0,3389.0,49654.0,152.0,56330.0,28193.0,38628.0,180641.0,68.0,66.0,84.0,28708.05,347.6,-999.25,8.1,13.5,84.0,161.0,64.5,11.1,-999.25,874.34,17.0,8.0,9.0,4.0,-76.02,11.0,4.14,368.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,7217.25,2434.95,324.1,12.0,13.5,-1.94,43.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:01:37,0.24,2434.0,270.85,-9.0,100.0,1005.0,100.0,1.25,0.74,4.0,-9.0,2368.21,159.0,2434.95,148.12,3796.0,77.0,86.0,16261.13,16003.67,261.4,6222.0,78.0,29.0,658.0,8.7,99.8,1326.0,2211.56,262.0,87.0,88.0,87.0,380.0,380.0,400.0,64.8,14491.0,3398.0,49654.0,152.0,56343.0,28206.0,38641.0,180676.0,68.0,66.0,84.0,31097.72,347.6,-999.25,8.1,13.5,84.0,161.0,64.8,11.4,-999.25,878.22,17.0,8.0,9.0,4.0,-91.4,11.0,4.52,367.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,7569.21,2435.92,329.3,12.0,13.6,-0.88,42.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:01:46,0.24,2435.0,284.61,-9.0,100.0,1005.0,100.0,1.95,0.54,4.0,-9.0,2368.21,152.0,2435.92,148.87,3796.0,77.0,86.0,2897.6,12237.43,261.4,2399.0,78.0,29.0,658.0,8.7,99.8,1326.0,2050.31,262.0,87.0,88.0,87.0,384.0,384.0,389.0,65.9,12204.0,3407.0,49654.0,152.0,56356.0,28219.0,38655.0,180720.0,68.0,66.0,84.0,4900.66,347.6,-999.25,8.1,13.6,84.0,161.0,65.9,1.8,-999.25,892.58,17.0,8.0,9.0,4.0,-92.1,2.0,4.93,367.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,8558.91,2436.79,324.0,12.0,13.6,-2.52,41.4,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:01:55,0.24,2436.0,315.6,-9.0,100.0,1005.0,100.0,1.68,0.9,5.0,-8.0,2368.21,172.0,2436.79,148.6,3796.0,77.0,86.0,-999.25,-999.25,261.4,2246.0,78.0,29.0,659.0,8.7,99.8,1326.0,2460.31,262.0,87.0,88.0,87.0,435.0,435.0,400.0,64.8,9985.0,3415.0,49654.0,152.0,56368.0,28231.0,38666.0,180751.0,68.0,66.0,84.0,7723.08,347.6,-999.25,8.1,13.6,84.0,161.0,64.8,2.8,-999.25,878.18,17.0,8.0,9.0,4.0,-87.61,3.0,4.6,367.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,9733.51,2438.0,325.1,12.0,13.6,1.49,40.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:02:04,0.25,2437.0,374.3,-9.0,100.0,1005.0,100.0,2.23,0.87,5.0,-9.0,2374.85,159.0,2438.0,148.01,3796.0,77.0,86.0,7826.51,11191.41,261.4,3015.0,78.0,29.0,658.0,8.7,99.8,1326.0,2122.81,262.0,87.0,88.0,87.0,426.0,392.0,392.0,65.0,12870.0,3425.0,49654.0,152.0,56383.0,28245.0,38681.0,180794.0,68.0,66.0,84.0,18586.2,347.6,-999.25,8.1,13.6,84.0,161.0,65.0,7.0,-999.25,881.52,17.0,8.0,9.0,4.0,-85.71,7.0,4.18,367.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,12147.1,2438.97,326.4,12.0,13.6,-3.62,39.2,91.0,0.0,78.9,178.0,350.5,8.3,2023-11-09 11:02:14,0.24,2438.0,455.22,-9.0,100.0,1005.0,100.0,1.92,0.75,5.0,-8.0,2374.85,178.0,2438.97,150.89,3796.0,77.0,86.0,7468.29,9467.88,261.4,2592.0,78.0,29.0,659.0,8.7,99.8,1326.0,2406.56,262.0,87.0,88.0,87.0,426.0,406.0,404.0,65.3,9837.0,3434.0,49654.0,152.0,56396.0,28259.0,38694.0,180839.0,68.0,66.0,84.0,14601.84,347.6,-999.25,8.1,13.6,84.0,161.0,65.3,5.3,-999.25,885.03,17.0,8.0,9.0,4.0,-89.05,5.0,4.22,367.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,5965.4,2439.95,326.9,12.0,13.6,3.04,38.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:02:23,0.25,2439.0,252.71,-9.0,100.0,1005.0,100.0,1.07,1.01,5.0,-8.0,2374.85,159.0,2439.95,147.61,3796.0,77.0,86.0,6431.33,8821.59,261.4,2508.0,78.0,29.0,659.0,8.7,99.8,1326.0,2242.83,262.0,87.0,88.0,87.0,389.0,389.0,400.0,65.4,13758.0,3442.0,49654.0,152.0,56407.0,28270.0,38705.0,180872.0,68.0,66.0,84.0,30497.65,347.6,-999.25,8.1,13.6,84.0,161.0,65.4,12.6,-999.25,886.71,17.0,8.0,9.0,4.0,-84.84,11.0,4.35,367.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,8283.6,2440.96,326.6,12.0,13.6,-1.54,37.2,91.0,0.0,78.9,178.0,350.5,8.3,2023-11-09 11:02:31,0.25,2440.0,336.01,-9.0,100.0,1005.0,100.0,1.04,1.01,5.0,-8.0,2377.73,159.0,2440.96,147.16,3796.0,77.0,86.0,9564.61,12762.03,261.4,2945.0,78.0,29.0,659.0,8.7,99.8,1326.0,2082.81,262.0,87.0,88.0,87.0,391.0,391.0,405.0,65.3,3052.0,3452.0,49654.0,152.0,56422.0,28285.0,38720.0,180911.0,68.0,66.0,84.0,14316.19,347.6,-999.25,8.1,13.6,84.0,161.0,65.3,5.7,-999.25,886.0,17.0,8.0,9.0,4.0,-88.77,6.0,4.33,367.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,10398.71,2441.9,325.8,12.0,13.6,-2.07,36.3,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:02:40,0.24,2441.0,378.03,-9.0,100.0,1005.0,100.0,0.72,1.1,4.0,-9.0,2377.73,185.0,2441.9,148.04,3796.0,77.0,86.0,5850.22,9199.72,261.4,2251.0,78.0,29.0,658.0,8.7,99.8,1326.0,2334.06,262.0,87.0,88.0,87.0,390.0,390.0,393.0,65.2,11465.0,3461.0,49654.0,152.0,56435.0,28298.0,38733.0,180956.0,68.0,66.0,84.0,13670.34,347.6,-999.25,8.1,13.6,84.0,161.0,65.2,4.9,-999.25,883.89,17.0,8.0,9.0,4.0,-91.31,5.0,4.33,366.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,8755.42,2442.89,325.5,12.0,13.6,-1.23,35.3,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:02:49,0.23,2442.0,299.97,-9.0,100.0,1005.0,100.0,0.26,0.64,4.0,-9.0,2377.73,178.0,2442.89,146.8,3796.0,77.0,86.0,6181.8,10107.83,261.4,2321.0,78.0,29.0,658.0,8.7,99.8,1326.0,2216.56,262.0,87.0,88.0,87.0,350.0,376.0,381.0,65.1,13240.0,3470.0,49654.0,152.0,56448.0,28311.0,38746.0,180991.0,68.0,67.0,84.0,27858.94,347.6,-999.25,8.1,13.6,84.0,161.0,65.1,9.3,-999.25,883.28,17.0,8.0,9.0,4.0,-90.54,9.0,4.1,366.0
850.0,400.0,30.0,40.0,399.0,1901.0,89.2,1156.1,10358.47,2443.95,323.6,12.0,13.6,8.95,34.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:02:59,0.25,2443.0,452.13,-9.0,100.0,1005.0,100.0,-0.07,0.69,5.0,-8.0,2380.6,172.0,2443.95,137.37,3796.0,77.0,86.0,12231.96,17543.37,261.4,4653.0,78.0,29.0,659.0,8.7,99.8,1326.0,2569.06,262.0,87.0,88.0,87.0,425.0,425.0,389.0,64.7,20189.0,3479.0,49654.0,152.0,56463.0,28326.0,38760.0,181039.0,68.0,67.0,84.0,24689.87,347.6,-999.25,8.1,13.6,84.0,161.0,64.7,10.5,-999.25,878.25,17.0,8.0,9.0,4.0,-80.14,11.0,3.93,366.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,15407.39,2444.86,326.4,12.0,13.6,6.09,33.3,91.0,0.0,78.9,178.0,350.5,8.3,2023-11-09 11:03:08,0.23,2444.0,545.36,-9.0,100.0,1005.0,100.0,0.84,0.7,6.0,-8.0,2380.6,165.0,2444.86,137.94,3796.0,77.0,86.0,23427.84,24515.85,261.4,8770.0,78.0,29.0,659.0,8.7,99.8,1326.0,2506.64,262.0,87.0,88.0,87.0,382.0,412.0,399.0,65.3,20636.0,3488.0,49654.0,152.0,56474.0,28338.0,38772.0,181074.0,68.0,67.0,84.0,38905.95,347.6,-999.25,8.1,13.6,84.0,161.0,65.3,13.5,-999.25,886.2,17.0,8.0,9.0,4.0,-81.73,13.0,3.62,366.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,12194.83,2445.86,324.8,12.0,13.6,8.4,32.3,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:03:17,0.25,2445.0,602.93,-9.0,100.0,1005.0,100.0,-0.02,0.7,5.0,-8.0,2380.6,172.0,2445.86,141.53,3796.0,77.0,86.0,13145.73,16546.87,261.4,5163.0,78.0,29.0,659.0,8.7,99.8,1326.0,2509.06,262.0,87.0,88.0,87.0,510.0,508.0,421.0,65.0,10059.0,3495.0,49654.0,152.0,56484.0,28348.0,38782.0,181099.0,68.0,67.0,84.0,21006.52,347.6,-999.25,8.1,13.6,84.0,161.0,65.0,10.1,-999.25,881.94,17.0,8.0,9.0,4.0,-76.57,10.0,3.86,366.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,13371.43,2446.96,325.6,12.0,13.6,3.72,31.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:03:24,0.27,2446.0,585.97,-9.0,100.0,1005.0,100.0,-0.11,0.78,5.0,-8.0,2383.34,185.0,2446.96,147.07,3796.0,77.0,86.0,15425.32,16500.3,261.4,6495.0,78.0,29.0,658.0,8.7,99.8,1326.0,2749.06,262.0,87.0,88.0,87.0,501.0,490.0,459.0,65.1,15089.0,3503.0,49654.0,152.0,56496.0,28360.0,38794.0,181135.0,68.0,66.0,84.0,27266.45,347.6,-999.25,8.1,13.6,84.0,161.0,65.1,11.7,-999.25,884.3,17.0,8.0,9.0,4.0,-90.23,12.0,4.09,366.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,13730.22,2447.94,322.2,12.0,13.6,13.53,30.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:03:32,0.28,2447.0,669.95,-9.0,100.0,1005.0,101.0,0.61,0.77,5.0,-8.0,2383.34,8084.0,2447.94,136.31,3796.0,77.0,86.0,11477.99,19111.45,261.4,5066.0,78.0,29.0,659.0,8.7,99.8,1326.0,2714.06,262.0,87.0,88.0,87.0,444.0,444.0,458.0,64.4,17900.0,3511.0,49654.0,152.0,56508.0,28371.0,38805.0,181174.0,68.0,66.0,84.0,55845.34,347.6,-999.25,8.1,13.6,84.1,161.0,64.4,26.6,-999.25,875.11,17.0,8.0,9.0,4.0,-78.35,27.0,3.72,366.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,12793.18,2448.96,323.9,12.0,13.6,6.92,29.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:03:39,0.31,2448.0,669.16,-9.0,100.0,1005.0,100.0,-0.33,0.85,5.0,-8.0,2383.34,145.0,2448.96,142.42,3796.0,77.0,86.0,8008.48,12806.49,261.4,3768.0,78.0,29.0,659.0,8.7,99.8,1326.0,2762.81,262.0,87.0,88.0,87.0,483.0,524.0,491.0,64.8,20488.0,3518.0,49654.0,152.0,56518.0,28382.0,38815.0,181200.0,68.0,66.0,84.0,10355.07,347.6,-999.25,8.1,13.6,84.1,161.0,64.8,5.3,-999.25,879.84,17.0,8.0,9.0,4.0,-82.39,5.0,4.24,366.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,6217.91,2449.96,321.6,12.0,13.6,1.13,28.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:03:46,0.31,2449.0,308.84,-9.0,100.0,1005.0,100.0,0.12,0.34,5.0,-8.0,2383.34,145.0,2449.96,145.83,3796.0,77.0,86.0,6423.22,12796.86,261.4,3099.0,78.0,29.0,658.0,8.7,99.8,1326.0,2357.81,262.0,87.0,88.0,87.0,492.0,492.0,488.0,64.3,25370.0,3525.0,49654.0,152.0,56528.0,28392.0,38825.0,181235.0,68.0,66.0,84.0,15176.56,347.6,-999.25,8.1,13.6,84.1,161.0,64.3,7.4,-999.25,873.63,17.0,8.0,9.0,4.0,-89.19,7.0,4.56,365.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,8082.24,2450.99,324.3,12.0,13.6,8.25,27.2,91.0,0.0,78.9,177.0,350.5,8.3,2023-11-09 11:03:53,0.31,2450.0,433.05,-9.0,100.0,1005.0,101.0,0.68,0.51,5.0,-8.0,2383.34,178.0,2450.99,145.82,3796.0,77.0,86.0,7001.75,12247.13,261.4,3310.0,78.0,29.0,659.0,8.7,99.8,1326.0,2215.31,262.0,87.0,88.0,87.0,463.0,521.0,505.0,64.9,21430.0,3532.0,49654.0,152.0,56538.0,28402.0,38836.0,181261.0,68.0,66.0,84.0,25845.22,347.6,-999.25,8.1,13.6,84.1,161.0,64.9,13.5,-999.25,881.28,17.0,8.0,9.0,4.0,-78.39,14.0,4.01,365.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,12860.71,2451.98,322.8,12.0,13.6,1.44,26.2,91.0,0.0,79.0,178.0,350.5,8.3,2023-11-09 11:04:00,0.3,2451.0,553.47,-9.0,100.0,1005.0,100.0,0.67,0.84,5.0,-8.0,2383.34,165.0,2451.98,139.03,3796.0,77.0,86.0,9218.2,12547.33,261.4,4400.0,78.0,29.0,659.0,8.7,99.8,1326.0,2509.06,262.0,87.0,88.0,87.0,486.0,464.0,499.0,64.6,16864.0,3540.0,49654.0,152.0,56550.0,28414.0,38847.0,181296.0,68.0,66.0,84.0,41000.56,347.6,-999.25,8.1,13.6,84.1,161.0,64.6,17.2,-999.25,877.29,17.0,8.0,9.0,4.0,-78.66,17.0,4.15,365.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,7079.69,2452.8,328.9,12.0,13.6,0.36,25.4,91.0,0.0,79.0,178.0,350.5,8.3,2023-11-09 11:04:08,0.3,2452.0,311.45,-9.0,100.0,1005.0,100.0,0.15,0.86,5.0,-8.0,2383.34,185.0,2452.8,146.62,3796.0,77.0,86.0,10855.88,12813.92,261.4,5005.0,78.0,29.0,659.0,8.7,99.8,1326.0,2305.31,262.0,87.0,88.0,87.0,519.0,519.0,496.0,65.8,8284.0,3546.0,49654.0,152.0,56560.0,28424.0,38857.0,181327.0,68.0,66.0,84.0,18275.41,347.6,-999.25,8.1,13.6,84.1,161.0,65.8,7.9,-999.25,894.0,17.0,8.0,9.0,4.0,-89.51,8.0,4.49,365.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,8088.77,2453.78,323.4,12.0,13.6,3.68,24.4,91.0,0.0,79.0,178.0,350.5,8.3,2023-11-09 11:04:15,0.29,2453.0,394.89,-9.0,100.0,1005.0,100.0,-0.3,0.71,5.0,-8.0,2391.31,178.0,2453.78,140.43,3796.0,77.0,86.0,6644.73,7030.53,261.4,3128.0,79.0,29.0,659.0,8.7,99.8,1326.0,2438.44,262.0,87.0,88.0,87.0,541.0,516.0,499.0,64.7,9985.0,3553.0,49654.0,152.0,56570.0,28434.0,38867.0,181361.0,68.0,67.0,84.0,18443.41,347.6,-999.25,8.1,13.6,84.1,161.0,64.7,8.8,-999.25,878.98,17.0,8.0,9.0,4.0,-87.48,15.0,3.89,365.0
850.0,500.0,30.0,40.0,399.0,1901.0,89.2,1156.1,7293.42,2454.99,324.6,12.0,13.6,5.26,23.2,91.0,0.0,79.0,177.0,350.5,8.3,2023-11-09 11:04:22,0.3,2454.0,345.85,-9.0,100.0,1005.0,100.0,0.14,0.52,5.0,-8.0,2391.31,178.0,2454.99,142.59,3796.0,77.0,86.0,9917.84,14365.92,261.4,4682.0,79.0,29.0,659.0,8.7,99.8,1326.0,2435.31,262.0,87.0,88.0,87.0,525.0,480.0,492.0,64.9,20710.0,3561.0,49654.0,152.0,56580.0,28444.0,38877.0,181388.0,68.0,66.0,84.0,42744.73,347.6,-999.25,8.1,13.6,84.1,161.0,64.9,19.8,-999.25,882.57,17.0,8.0,9.0,4.0,-80.18,20.0,4.48,365.0
