AD Delta-P SP (psi),AD ROP SP (ft/hr),AD Torque SP (kft·lbf),AD WOB SP (klb),Accum Trip In (bbl),Accum Trip Out (bbl),Annular Velocity (ft/min),BHA Length (ft),Bit MSE (psi),Bit Position (ft),Bit RPM (RPM),Bit Size (in),Bit Time (hr),Bit Weight (klb),Block Height (ft),Bttm Pipe Temp (°F),Casing Pressure (psi),Circulating Hrs (hr),Co. Man G/L (bbl),Cont Az (deg),Cont Inc (deg),DateTime,Depth of Cut (ft),Depth(ft),Diff Press (psi),East West Horizontal (ft),Flow Deviation (%),Flow In Rate (galUS/min),Flow Out Percent (%),G/L Rate - 1 Min (bbl/min),G/L Rate - 5 Min (bbl/min),Gain Loss (bbl),Gain Loss - Spare (bbl),Gamma Depth (ft),Gamma Ray (offset) (API),Hole Depth (ft),Hook Load (klb),Lst Jnt Time (s),ML Mud Temp IN (°F),ML Mud Temp OUT (°F),MSE Downhole (psi),MSE Total (psi),Mud Motor RPM (RPM),Mud Motor Torque (ft·lbf),Mud Temp In (°F),Mud Temp Out (°F),Mud Volume (bbl),Mud Weight In (lb/galUS),North South Horizontal (ft),Pipe Length (ft),Pump Pressure (psi),Pump SPM - Total (SPM),Pump SPM 1 (SPM),Pump SPM 2 (SPM),Pump SPM 3 (SPM),ROP - Average (ft/hr),ROP - Cut Unit (ft/hr),ROP - Fast (ft/hr),Rotary RPM (RPM),Rotary Torque (A),Run Jnt Time (s),Strks - Acc Fill (strokes),Strks - Fill (strokes),Strks - Pump 1 (strokes),Strks - Pump 2 (strokes),Strks - Pump 3 (strokes),Strks - Total (strokes),Suction 1 Pit 9 (bbl),Suction 2 Pit 10 (bbl),Suction 3 Pit 11 (bbl),Surface MSE wMotor (psi),Svy Azimuth (deg),Svy Depth (ft),Svy Inclination (deg),Time On Bottom (hr),Time On Job (hr),Time On Slip (s),Top Drive RPM (RPM),Top Drive Torque (kft·lbf),Total Gas (ML) (lagged) (1%=100 Units),Total Rotations on DP (),Total Trip Volume (bbl),Trip Tank 1 (bbl),Trip Tank 2 (bbl),Trip Tank GL (bbl),WC Bit Weight (klb),WC Torque (ft·lbf),Washout Factor (),Water Pit (bbl)
604.16,95.0,30.0,50.0,549.0,3914.0,59.6,1073.1,72574.03,10456.98,174.4,9.0,129.3,50.78,76.3,232.0,0.0,253.6,28.0,92.1,90.4,2023-11-22 21:40:45,0.05,10456.0,300.99,2149.6,100.0,672.0,100.0,-0.25,0.27,2.0,-6.0,10384.18,235.0,10456.98,200.32,2.0,90.0,114.0,68563.02,168244.67,174.6,2779.0,91.0,37.0,762.0,8.65,1038.6,9464.2,3795.19,175.0,87.0,88.0,0.0,53.0,53.0,54.0,34.9,37353.0,1132.0,53477.0,38.0,40352.0,1107.0,34785.0,77426.0,86.0,87.0,84.0,682606.19,90.7,-999.25,89.5,129.3,402.3,87.0,34.9,27.7,-999.25,4507.95,6.0,3.0,3.0,-28.0,-141.96,28.0,1.21,356.0
604.16,95.0,30.0,50.0,549.0,3914.0,59.6,1073.1,75885.72,10457.98,176.1,9.0,129.3,50.75,75.3,232.0,0.0,253.6,28.0,92.1,89.7,2023-11-22 21:41:52,0.06,10457.0,325.43,2149.6,100.0,672.0,100.0,-0.56,0.08,2.0,-6.0,10384.91,235.0,10457.98,199.92,2.0,90.0,114.0,61402.35,156470.75,174.6,2711.0,91.0,37.0,762.0,8.65,1038.6,9464.2,3748.94,175.0,87.0,88.0,0.0,55.0,55.0,59.0,35.2,37944.0,1197.0,53477.0,38.0,40446.0,1203.0,34785.0,77619.0,87.0,87.0,84.0,666654.75,90.7,-999.25,89.5,129.3,402.3,87.0,35.2,27.9,-999.25,4554.05,6.0,3.0,3.0,-28.0,-141.78,28.0,1.2,362.0
604.16,95.0,30.0,50.0,549.0,3914.0,59.6,1073.1,77606.47,10459.0,180.2,9.0,129.3,50.34,74.3,232.0,0.0,253.6,28.0,92.1,89.7,2023-11-22 21:42:57,0.05,10458.0,331.96,2149.6,100.0,672.0,100.0,0.59,0.24,2.0,-6.0,10386.23,194.0,10459.0,200.38,2.0,90.0,114.0,87194.57,185826.08,174.6,3611.0,91.0,37.0,762.0,8.65,1038.6,9464.2,3675.19,175.0,87.0,88.0,0.0,55.0,55.0,55.0,36.0,37500.0,1263.0,53477.0,38.0,40542.0,1300.0,34785.0,77812.0,87.0,87.0,84.0,660534.63,90.7,-999.25,89.5,129.3,402.3,87.0,36.0,27.6,-999.25,4659.01,6.0,3.0,3.0,-28.0,-142.25,28.0,1.17,367.0
604.16,95.0,30.0,50.0,549.0,3914.0,59.6,1073.1,67536.7,10459.98,179.6,9.0,129.3,50.48,73.3,232.0,0.0,253.6,29.0,92.4,89.7,2023-11-22 21:44:03,0.05,10459.0,317.91,2149.6,100.0,672.0,100.0,0.1,-0.02,3.0,-5.0,10387.08,215.0,10459.98,200.06,2.0,90.0,114.0,72924.16,166125.53,174.6,3198.0,91.0,37.0,763.0,8.65,1038.6,9464.2,3772.69,175.0,87.0,88.0,0.0,61.0,62.0,58.0,35.9,38018.0,1321.0,53477.0,38.0,40626.0,1386.0,34785.0,77982.0,87.0,87.0,84.0,601402.69,90.7,-999.25,89.5,129.3,402.3,87.0,35.9,27.7,-999.25,4644.98,6.0,3.0,3.0,-28.0,-142.79,28.0,1.2,372.0
604.16,95.0,30.0,50.0,549.0,3914.0,59.6,1073.1,73153.45,10461.0,174.3,9.0,129.3,50.24,72.3,232.0,0.0,253.6,29.0,92.4,89.7,2023-11-22 21:45:01,0.05,10460.0,308.34,2149.6,100.0,672.0,100.0,0.1,0.37,3.0,-5.0,10388.18,220.0,10461.0,200.4,2.0,90.0,114.0,79700.98,188700.42,174.6,2995.0,91.0,38.0,763.0,8.65,1038.6,9464.2,3753.94,175.0,87.0,88.0,0.0,54.0,54.0,50.0,34.9,37279.0,1388.0,53477.0,38.0,40723.0,1484.0,34785.0,78174.0,87.0,87.0,84.0,674304.75,90.7,-999.25,89.5,129.3,402.4,87.0,34.9,27.8,-999.25,4507.78,6.0,3.0,3.0,-28.0,-141.27,28.0,1.21,380.0
604.16,95.0,30.0,50.0,549.0,3914.0,59.6,1073.1,68959.81,10462.0,177.1,9.0,129.3,50.41,71.3,232.0,0.0,253.6,31.0,92.4,89.7,2023-11-22 21:46:08,0.06,10461.0,316.06,2149.6,100.0,672.0,100.0,0.79,0.61,5.0,-3.0,10388.93,184.0,10462.0,200.02,2.0,90.0,114.0,61393.28,151085.17,174.6,2814.0,91.0,38.0,765.0,8.65,1038.6,9464.2,3737.69,175.0,87.0,88.0,0.0,60.0,59.0,61.0,35.4,37500.0,1449.0,53477.0,38.0,40811.0,1574.0,34785.0,78355.0,87.0,87.0,84.0,620124.69,90.7,-999.25,89.5,129.3,402.4,87.0,35.4,27.8,-999.25,4582.16,6.0,3.0,3.0,-28.0,-142.09,28.0,1.19,388.0
604.16,95.0,30.0,50.0,549.0,3914.0,59.6,1073.1,67971.06,10463.0,177.3,9.0,129.4,51.13,70.3,232.0,0.0,253.7,30.0,92.4,89.7,2023-11-22 21:47:09,0.06,10462.0,317.3,2149.6,100.0,672.0,100.0,-0.64,0.12,4.0,-4.0,10389.95,189.0,10463.0,200.09,2.0,90.0,114.0,64651.21,157842.69,174.6,2842.0,91.0,38.0,764.0,8.65,1038.6,9464.2,3777.69,175.0,87.0,88.0,0.0,60.0,60.0,59.0,35.5,37427.0,1509.0,53477.0,38.0,40900.0,1664.0,34785.0,78531.0,87.0,87.0,84.0,599264.06,90.7,-999.25,89.5,129.4,402.4,87.0,35.5,27.3,-999.25,4587.08,6.0,3.0,3.0,-28.0,-142.62,27.0,1.18,395.0
604.16,95.0,30.0,50.0,549.0,3914.0,59.6,1073.1,66778.93,10463.99,171.4,9.0,129.4,50.66,69.3,232.0,0.0,253.7,30.0,92.4,89.7,2023-11-22 21:48:09,0.05,10463.0,292.62,2149.6,100.0,672.0,100.0,0.64,0.29,4.0,-3.0,10391.2,194.0,10463.99,200.33,2.0,90.0,114.0,72524.59,162648.39,174.6,3211.0,91.0,38.0,765.0,8.65,1038.6,9464.2,3831.44,175.0,87.0,88.0,0.0,57.0,57.0,58.0,34.3,37574.0,1573.0,53477.0,38.0,40993.0,1759.0,34785.0,78716.0,87.0,87.0,84.0,656244.0,90.7,-999.25,89.5,129.4,402.4,87.0,34.3,28.1,-999.25,4433.87,6.0,3.0,3.0,-28.0,-141.44,28.0,1.21,395.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,79956.77,10465.0,171.7,9.0,129.4,50.26,68.3,232.0,0.0,253.7,30.0,92.4,90.1,2023-11-22 21:49:13,0.05,10464.0,332.67,2149.6,100.0,672.0,100.0,-0.36,0.22,4.0,-4.0,10392.08,194.0,10465.0,199.85,2.0,90.0,114.0,83854.05,187943.38,174.6,3228.0,92.0,38.0,764.0,8.65,1038.6,9464.2,3875.19,175.0,87.0,88.0,0.0,54.0,54.0,52.0,34.3,37796.0,1640.0,53477.0,38.0,41088.0,1856.0,34785.0,78914.0,87.0,87.0,84.0,683098.75,90.7,-999.25,89.5,129.4,402.4,87.0,34.3,27.8,-999.25,4442.21,6.0,3.0,3.0,-28.0,-141.51,28.0,1.16,395.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,63313.62,10465.98,173.2,9.0,129.4,50.94,67.3,232.0,0.0,253.7,30.0,92.4,90.1,2023-11-22 21:50:20,0.07,10465.0,328.96,2149.6,100.0,672.0,100.0,-0.09,0.16,4.0,-4.0,10392.9,179.0,10465.98,199.63,2.0,90.0,114.0,67526.87,144853.64,174.6,3474.0,92.0,38.0,764.0,8.65,1038.6,9464.2,3841.44,175.0,87.0,88.0,0.0,67.0,67.0,68.0,34.6,38166.0,1692.0,53477.0,38.0,41165.0,1934.0,34785.0,79065.0,87.0,87.0,84.0,553462.31,90.7,-999.25,89.5,129.4,402.4,87.0,34.6,28.1,-999.25,4481.33,6.0,3.0,3.0,-28.0,-141.89,28.0,1.18,394.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,67597.6,10466.99,175.5,9.0,129.4,50.65,66.3,232.0,0.0,253.7,31.0,92.1,90.1,2023-11-22 21:51:13,0.05,10466.0,310.24,2149.6,100.0,672.0,100.0,1.03,0.12,5.0,-3.0,10394.11,184.0,10466.99,199.53,2.0,90.0,114.0,77885.68,170656.7,174.6,3347.0,92.0,38.0,766.0,8.65,1038.6,9464.2,3805.19,175.0,87.0,88.0,0.0,60.0,60.0,58.0,35.1,37722.0,1753.0,53477.0,38.0,41253.0,2024.0,34785.0,79247.0,87.0,87.0,84.0,611963.5,90.7,-999.25,89.5,129.4,402.5,87.0,35.1,27.4,-999.25,4542.21,6.0,3.0,3.0,-28.0,-141.94,27.0,1.2,395.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.7,1073.1,69677.39,10467.99,171.9,9.0,129.4,50.12,65.3,232.0,0.0,253.7,31.0,92.1,90.1,2023-11-22 21:52:14,0.06,10467.0,331.53,2149.6,100.0,672.0,100.0,0.1,0.26,5.0,-3.0,10394.97,189.0,10467.99,200.07,2.0,90.0,114.0,63701.27,153953.05,174.6,2934.0,92.0,38.0,765.0,8.65,1038.6,9464.2,3823.94,175.0,87.0,88.0,0.0,61.0,61.0,62.0,34.4,36835.0,1812.0,53477.0,38.0,41339.0,2110.0,34785.0,79417.0,87.0,87.0,84.0,598504.69,90.7,-999.25,89.5,129.4,402.5,87.0,34.4,27.8,-999.25,4449.44,6.0,3.0,3.0,-28.0,-141.84,28.0,1.21,394.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,69381.2,10468.99,174.0,9.0,129.5,50.53,64.3,232.0,0.0,253.8,30.0,92.1,90.1,2023-11-22 21:53:12,0.05,10468.0,321.22,2149.6,100.0,672.0,100.0,-1.07,-0.06,4.0,-3.0,10395.4,184.0,10468.99,199.62,2.0,90.0,114.0,71121.87,168312.95,174.6,3014.0,92.0,39.0,765.0,8.65,1038.6,9464.2,3792.69,175.0,87.0,88.0,0.0,60.0,59.0,57.0,34.8,37796.0,1873.0,53477.0,38.0,41426.0,2199.0,34785.0,79595.0,87.0,87.0,84.0,618705.75,90.7,-999.25,89.5,129.5,402.5,87.0,34.8,28.0,-999.25,4505.15,6.0,3.0,3.0,-28.0,-140.82,28.0,1.22,393.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,65268.46,10470.0,171.4,9.0,129.5,50.32,63.3,232.0,0.0,253.8,31.0,92.1,90.1,2023-11-22 21:54:13,0.05,10469.0,279.03,2149.6,100.0,672.0,100.0,0.28,0.19,5.0,-3.0,10396.8,184.0,10470.0,199.95,2.0,90.0,114.0,76038.43,170790.0,174.6,3220.0,92.0,39.0,765.0,8.65,1038.6,9464.2,3703.94,175.0,87.0,88.0,0.0,55.0,55.0,56.0,34.3,37205.0,1939.0,53477.0,38.0,41523.0,2298.0,34785.0,79788.0,87.0,87.0,84.0,664817.81,90.7,-999.25,89.5,129.5,402.5,87.0,34.3,27.8,-999.25,4439.56,6.0,3.0,3.0,-28.0,-142.35,28.0,1.2,393.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,81202.95,10470.99,176.7,9.0,129.5,50.15,62.3,232.0,0.0,253.8,31.0,92.1,90.4,2023-11-22 21:55:19,0.05,10470.0,339.03,2149.6,100.0,672.0,100.0,-0.31,0.24,5.0,-3.0,10397.61,164.0,10470.99,199.52,2.0,90.0,114.0,78451.75,181490.34,174.6,3108.0,92.0,39.0,765.0,8.65,1038.6,9464.2,3826.44,175.0,87.0,88.0,0.0,54.0,54.0,52.0,35.3,37427.0,2006.0,53477.0,38.0,41620.0,2396.0,34785.0,79986.0,87.0,87.0,84.0,672708.0,90.7,-999.25,89.5,129.5,402.5,87.0,35.3,27.4,-999.25,4575.15,6.0,3.0,3.0,-28.0,-141.26,27.0,1.18,392.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,71222.05,10472.0,173.5,9.0,129.5,50.62,61.3,232.0,0.0,253.8,31.0,92.1,90.4,2023-11-22 21:56:26,0.05,10471.0,326.52,2149.6,100.0,672.0,100.0,1.01,0.34,5.0,-2.0,10399.28,174.0,10472.0,199.25,2.0,90.0,114.0,73465.95,168209.89,174.6,3167.0,92.0,39.0,766.0,8.65,1038.6,9464.2,3763.94,175.0,87.0,88.0,0.0,58.0,59.0,56.0,34.7,37205.0,2068.0,53477.0,38.0,41710.0,2488.0,34785.0,80168.0,87.0,87.0,84.0,620559.44,90.7,-999.25,89.5,129.5,402.5,87.0,34.7,27.8,-999.25,4493.25,6.0,3.0,3.0,-28.0,-141.5,28.0,1.2,392.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,76478.44,10473.0,172.0,9.0,129.5,50.6,60.3,232.0,0.0,253.8,32.0,91.7,90.4,2023-11-22 21:57:28,0.05,10472.0,329.69,2149.6,100.0,672.0,100.0,1.04,0.22,6.0,-2.0,10400.34,164.0,10473.0,199.54,2.0,90.0,114.0,82314.61,178540.17,174.6,3441.0,92.0,39.0,766.0,8.65,1038.6,9464.2,3813.94,175.0,87.0,88.0,0.0,55.0,55.0,57.0,34.4,37131.0,2133.0,53477.0,38.0,41804.0,2583.0,34785.0,80355.0,87.0,88.0,84.0,656712.38,90.7,-999.25,89.5,129.5,402.6,87.0,34.4,27.7,-999.25,4456.33,6.0,3.0,3.0,-28.0,-142.09,28.0,1.19,391.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,77460.33,10474.0,176.9,9.0,129.5,50.36,59.3,232.0,0.0,253.8,31.0,91.7,90.4,2023-11-22 21:58:33,0.05,10473.0,335.2,2149.6,100.0,672.0,100.0,0.62,0.28,5.0,-2.0,10401.12,179.0,10474.0,199.22,2.0,90.0,114.0,74416.72,170159.75,174.6,3124.0,92.0,39.0,766.0,8.65,1038.6,9464.2,3740.19,175.0,87.0,88.0,0.0,56.0,55.0,55.0,35.4,37424.0,2198.0,53477.0,38.0,41898.0,2679.0,34785.0,80547.0,87.0,87.0,84.0,656787.13,90.7,-999.25,89.5,129.5,402.6,87.0,35.4,27.8,-999.25,4583.51,6.0,3.0,3.0,-28.0,-142.39,28.0,1.19,391.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,67196.87,10474.99,176.8,9.0,129.6,50.52,58.3,232.0,0.0,253.9,32.0,91.7,90.4,2023-11-22 21:59:38,0.05,10474.0,286.98,2149.6,100.0,672.0,100.0,1.22,0.11,6.0,-2.0,10401.51,189.0,10474.99,199.37,2.0,90.0,114.0,74793.18,169704.14,174.6,3186.0,92.0,39.0,766.0,8.65,1038.6,9464.2,3735.19,175.0,87.0,88.0,0.0,55.0,55.0,57.0,35.4,37353.0,2263.0,53477.0,38.0,41993.0,2775.0,34785.0,80735.0,87.0,88.0,84.0,669420.31,90.7,-999.25,89.5,129.6,402.6,87.0,35.4,27.9,-999.25,4580.16,6.0,3.0,3.0,-28.0,-140.86,28.0,1.18,390.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,70142.56,10475.99,177.9,9.0,129.6,50.92,57.3,232.0,0.0,253.9,32.0,91.7,90.4,2023-11-22 22:00:43,0.06,10475.0,322.46,2149.6,100.0,672.0,100.0,-0.47,0.22,6.0,-2.0,10403.28,194.0,10475.99,198.99,2.0,90.0,115.0,74470.6,166201.48,174.6,3342.0,92.0,39.0,766.0,8.65,1038.6,9464.2,3763.94,175.0,87.0,88.0,0.0,60.0,59.0,59.0,35.6,37057.0,2324.0,53477.0,38.0,42081.0,2865.0,34785.0,80916.0,87.0,88.0,84.0,612164.31,90.7,-999.25,89.5,129.6,402.6,87.0,35.6,27.5,-999.25,4611.3,6.0,3.0,3.0,-28.0,-140.62,27.0,1.18,389.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,66907.44,10476.99,176.7,9.0,129.6,50.7,56.3,232.0,0.0,253.9,33.0,91.7,89.7,2023-11-22 22:01:44,0.05,10476.0,293.29,2149.6,100.0,672.0,100.0,0.91,0.24,7.0,-1.0,10403.28,179.0,10476.99,198.21,2.0,90.0,115.0,76126.36,169698.17,174.6,3239.0,92.0,39.0,767.0,8.65,1038.6,9464.2,3738.94,175.0,87.0,88.0,0.0,56.0,56.0,55.0,35.3,37507.0,2388.0,53477.0,38.0,42174.0,2959.0,34785.0,81103.0,87.0,88.0,84.0,643267.44,90.7,-999.25,89.5,129.6,402.6,87.0,35.3,27.5,-999.25,4581.17,6.0,3.0,3.0,-28.0,-141.73,28.0,1.24,389.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,77444.84,10478.0,169.1,9.0,129.6,51.21,55.3,232.0,0.0,253.9,33.0,91.7,89.7,2023-11-22 22:02:48,0.06,10477.0,349.28,2149.6,100.0,672.0,100.0,0.73,0.35,7.0,-1.0,10404.99,189.0,10478.0,198.66,2.0,90.0,115.0,73840.94,161524.72,174.6,3390.0,92.0,39.0,768.0,8.65,1038.6,9464.2,3813.94,175.0,87.0,88.0,0.0,57.0,56.0,62.0,33.8,38092.0,2451.0,53477.0,38.0,42265.0,3052.0,34785.0,81284.0,87.0,88.0,84.0,643806.56,90.7,-999.25,89.5,129.6,402.7,87.0,33.8,28.4,-999.25,4383.62,6.0,3.0,3.0,-28.0,-141.01,28.0,1.19,388.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,70829.77,10478.99,171.9,9.0,129.6,51.14,54.3,232.0,0.0,253.9,33.0,91.0,89.7,2023-11-22 22:03:51,0.06,10478.0,330.97,2149.6,100.0,672.0,100.0,-0.58,0.19,7.0,-1.0,10405.84,184.0,10478.99,198.34,2.0,90.0,115.0,69218.02,158390.36,174.6,3166.0,92.0,39.0,767.0,8.65,1038.6,9464.2,3849.93,175.0,87.0,88.0,0.0,61.0,61.0,60.0,34.4,37870.0,2511.0,53477.0,38.0,42354.0,3142.0,34785.0,81466.0,87.0,88.0,84.0,617793.44,90.7,-999.25,89.5,129.6,402.7,87.0,34.4,28.2,-999.25,4457.51,6.0,3.0,3.0,-28.0,-140.99,28.0,1.19,388.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,77999.55,10479.98,172.3,9.0,129.6,50.76,53.3,232.0,0.0,254.0,34.0,91.0,89.7,2023-11-22 22:04:51,0.05,10479.0,331.51,2149.6,100.0,672.0,100.0,0.21,0.13,8.0,0.0,10407.35,215.0,10479.98,198.54,2.0,90.0,115.0,88963.95,187949.53,174.6,3576.0,92.0,39.0,768.0,8.65,1038.6,9464.2,3733.94,175.0,87.0,88.0,0.0,55.0,55.0,54.0,34.5,37353.0,2576.0,53477.0,38.0,42448.0,3237.0,34785.0,81652.0,87.0,88.0,84.0,672663.38,90.7,-999.25,89.5,129.6,402.7,87.0,34.5,27.9,-999.25,4468.29,6.0,3.0,3.0,-28.0,-141.1,28.0,1.2,387.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,85672.54,10480.99,174.5,9.0,129.7,50.67,52.3,232.0,0.0,254.0,34.0,91.0,89.7,2023-11-22 22:05:56,0.05,10480.0,334.41,2149.6,100.0,672.0,100.0,0.06,0.36,8.0,1.0,10407.35,194.0,10480.99,198.82,2.0,90.0,115.0,77890.77,179263.25,174.6,3084.0,92.0,39.0,769.0,8.65,1038.6,9464.2,3692.69,175.0,87.0,88.0,0.0,51.0,51.0,56.0,34.9,37131.0,2648.0,53477.0,38.0,42552.0,3343.0,34785.0,81862.0,87.0,88.0,84.0,712390.75,90.7,-999.25,89.5,129.7,402.7,87.0,34.9,27.2,-999.25,4526.37,6.0,3.0,3.0,-28.0,-141.23,27.0,1.18,387.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,78663.68,10481.99,176.3,9.0,129.7,50.68,51.3,232.0,0.0,254.0,34.0,91.0,89.7,2023-11-22 22:07:08,0.06,10481.0,358.98,2149.6,100.0,672.0,100.0,-0.51,0.1,8.0,0.0,10409.02,204.0,10481.99,198.86,2.0,90.0,115.0,81127.3,173549.84,174.6,3534.0,92.0,39.0,768.0,8.65,1038.6,9464.2,3810.19,175.0,87.0,88.0,0.0,58.0,58.0,57.0,35.3,37571.0,2709.0,53477.0,38.0,42640.0,3433.0,34785.0,82043.0,87.0,88.0,84.0,624018.44,90.7,-999.25,89.5,129.7,402.7,87.0,35.3,27.8,-999.25,4572.51,6.0,3.0,3.0,-28.0,-140.44,28.0,1.21,386.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,74033.21,10482.99,172.4,9.0,129.7,51.2,50.3,232.0,0.0,254.0,34.0,91.0,90.4,2023-11-22 22:08:09,0.06,10482.0,339.21,2149.6,100.0,672.0,100.0,0.53,0.25,8.0,1.0,10409.4,204.0,10482.99,198.06,2.0,90.0,115.0,77119.14,161437.23,174.6,3694.0,92.0,39.0,769.0,8.65,1038.6,9464.2,3805.19,175.0,87.0,88.0,0.0,59.0,58.0,63.0,34.5,38462.0,2770.0,53477.0,38.0,42727.0,3522.0,34785.0,82216.0,87.0,88.0,84.0,634935.63,90.7,-999.25,89.5,129.7,402.7,87.0,34.5,28.4,-999.25,4471.97,6.0,3.0,3.0,-28.0,-139.83,28.0,1.21,386.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,69339.97,10483.99,176.2,9.0,129.7,51.0,49.3,232.0,0.0,254.0,35.0,91.0,90.4,2023-11-22 22:09:10,0.06,10483.0,293.61,2149.6,100.0,672.0,100.0,0.63,0.36,9.0,1.0,10411.08,240.0,10483.99,198.3,2.0,90.0,115.0,76306.93,161677.97,174.6,3553.0,92.0,40.0,769.0,8.65,1038.6,9464.2,3741.44,175.0,87.0,88.0,0.0,55.0,58.0,60.0,35.2,37722.0,2836.0,53477.0,38.0,42823.0,3619.0,34785.0,82408.0,87.0,88.0,84.0,669890.88,90.7,-999.25,89.5,129.7,402.8,87.0,35.2,27.7,-999.25,4571.6,6.0,3.0,3.0,-28.0,-140.61,28.0,1.19,385.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,75928.58,10484.98,179.0,9.0,129.7,50.76,48.3,232.0,0.0,254.0,35.0,91.7,90.4,2023-11-22 22:10:16,0.06,10484.0,370.68,2149.6,100.0,672.0,100.0,-0.79,0.19,9.0,1.0,10411.95,194.0,10484.98,198.19,2.0,90.0,115.0,68180.6,147040.42,174.6,3460.0,92.0,40.0,769.0,8.65,1038.6,9464.2,3738.94,175.0,87.0,88.0,0.0,63.0,63.0,68.0,35.8,37722.0,2893.0,53477.0,38.0,42905.0,3703.0,34785.0,82578.0,87.0,88.0,84.0,578735.0,90.7,-999.25,89.5,129.7,402.8,87.0,35.8,27.6,-999.25,4645.46,6.0,3.0,3.0,-28.0,-140.63,28.0,1.18,385.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,69353.02,10485.98,173.1,9.0,129.7,50.44,47.3,232.0,0.0,254.1,35.0,91.7,90.4,2023-11-22 22:11:13,0.06,10485.0,322.4,2149.6,100.0,672.0,100.0,-0.03,0.19,9.0,1.0,10413.18,184.0,10485.98,198.3,2.0,90.0,115.0,73620.32,165846.17,174.6,3248.0,92.0,39.0,769.0,8.65,1038.6,9464.2,3748.94,175.0,87.0,88.0,0.0,60.0,60.0,58.0,34.6,37944.0,2953.0,53477.0,38.0,42994.0,3792.0,34785.0,82753.0,87.0,88.0,84.0,614996.44,90.7,-999.25,89.5,129.7,402.8,87.0,34.6,27.9,-999.25,4492.61,6.0,3.0,3.0,-28.0,-139.95,28.0,1.2,384.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,71642.57,10486.98,178.0,9.0,129.8,50.47,46.3,232.0,0.0,254.1,36.0,91.7,90.4,2023-11-22 22:12:13,0.05,10486.0,321.77,2149.6,100.0,672.0,100.0,0.76,0.43,0.0,2.0,10414.0,184.0,10486.98,198.39,2.0,90.0,115.0,84332.38,178358.19,174.6,3619.0,92.0,39.0,770.0,8.65,1038.6,9464.2,3743.94,175.0,87.0,88.0,0.0,59.0,58.0,58.0,35.6,37722.0,3015.0,53477.0,38.0,43084.0,3884.0,34785.0,82934.0,87.0,88.0,85.0,629082.94,90.7,-999.25,89.5,129.8,402.8,87.0,35.6,27.6,-999.25,4619.29,6.0,3.0,3.0,-28.0,-140.63,28.0,1.22,384.0
604.16,95.0,30.0,50.0,550.0,3914.0,59.6,1073.1,83518.49,10488.0,174.7,9.0,129.8,50.81,45.3,232.0,0.0,254.1,36.0,91.7,90.4,2023-11-22 22:13:15,0.06,10487.0,379.06,2149.6,100.0,672.0,100.0,0.75,0.28,0.0,2.0,10415.4,179.0,10488.0,198.2,2.0,90.0,115.0,77837.82,168455.34,174.6,3477.0,92.0,39.0,770.0,8.65,1038.6,9464.2,3810.19,175.0,87.0,88.0,0.0,59.0,58.0,59.0,34.9,37722.0,3077.0,53477.0,38.0,43174.0,3975.0,34785.0,83116.0,88.0,88.0,84.0,631139.81,90.7,-999.25,89.5,129.8,402.8,87.0,34.9,28.0,-999.25,4534.46,6.0,3.0,3.0,-28.0,-140.71,28.0,1.19,383.0
